sale_id,location_id,name,street,city,state,zip
5763728874,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729036,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728904,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728973,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728757,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729051,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729153,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728608,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728696,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728768,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728685,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728787,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729233,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729081,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728425,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728579,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728832,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728420,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728543,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728877,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728494,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729291,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728662,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728428,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728475,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728393,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728447,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729200,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728427,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729033,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728865,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728580,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729211,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728432,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729085,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729212,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728985,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728661,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728371,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729129,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728809,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728684,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728638,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729066,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728633,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728693,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728604,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729330,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728712,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728736,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728864,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728451,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729286,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728545,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729271,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729243,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729155,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729028,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729097,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729313,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729209,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728751,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728948,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729016,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728624,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728761,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729122,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728602,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729279,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728949,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729031,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728980,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728921,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728740,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729280,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728894,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728919,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728905,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728800,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728722,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728749,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729014,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728698,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728556,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728938,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728742,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728964,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728930,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728488,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728679,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728666,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729182,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728927,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729096,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729268,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763729237,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
5763728673,12573,Acme Gourmet Meals,3000 Telegraph Ave,Berkeley,CA,94705
